,chorus.delays,chorus.depths,chorus.n_voices,chorus.speeds,group,overdrive.colour,overdrive.gain_db,phaser.decay,phaser.delay,phaser.gain_in,phaser.speed,reverb.reverberance,reverb.room_scale,reverb.wet_gain,model,chords
835,"[30, 54]",,2.0,,15,20.0,0,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-55210-1111-00024
836,,,,,16,20.0,13,,,,,50,100,3,Fender Strat Clean Neck SC,G53-55210-1111-00024
837,"[30, 54]",,2.0,,17,20.0,30,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-55210-1111-00024
838,"[30, 54]",,2.0,,18,20.0,35,,,,,50,100,3,Fender Strat Clean Neck SC,G53-55210-1111-00024
839,,,,,19,20.0,10,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-55210-1111-00024
840,"[30, 54]",,2.0,,0,20.0,18,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
841,,,,,1,20.0,55,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
842,"[30, 54]",,2.0,,2,20.0,21,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
843,"[30, 54]",,2.0,,3,20.0,2,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
844,,,,,4,20.0,15,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
845,,,,,5,20.0,39,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
846,"[30, 54]",,2.0,,6,20.0,56,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
847,,,,,7,20.0,36,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
848,"[30, 54]",,2.0,,8,20.0,17,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
849,,,,,9,20.0,42,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
850,,,,,10,20.0,1,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
851,"[30, 54]",,2.0,,11,20.0,9,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
852,"[30, 54]",,2.0,,12,20.0,52,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
853,,,,,13,20.0,37,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
854,,,,,14,20.0,20,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
855,,,,,15,20.0,14,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
856,,,,,16,20.0,49,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
857,"[30, 54]",,2.0,,17,20.0,7,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
858,"[30, 54]",,2.0,,18,20.0,37,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
859,,,,,19,20.0,14,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47202-1111-00016
860,,,,,0,20.0,48,,,,,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
861,"[30, 54]",,2.0,,1,20.0,29,,,,,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
862,,,,,2,20.0,29,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
863,,,,,3,20.0,59,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
864,,,,,4,20.0,16,,,,,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
865,"[30, 54]",,2.0,,5,20.0,31,,,,,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
866,,,,,6,20.0,8,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
867,"[30, 54]",,2.0,,7,20.0,17,,,,,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
868,"[30, 54]",,2.0,,8,20.0,27,,,,,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
869,"[30, 54]",,2.0,,9,20.0,18,,,,,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
870,,,,,10,20.0,5,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
871,"[30, 54]",,2.0,,11,20.0,22,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
872,"[30, 54]",,2.0,,12,20.0,31,,,,,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
873,,,,,13,20.0,13,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
874,"[30, 54]",,2.0,,14,20.0,52,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
875,"[30, 54]",,2.0,,15,20.0,37,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
876,,,,,16,20.0,42,,,,,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
877,"[30, 54]",,2.0,,17,20.0,33,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
878,,,,,18,20.0,41,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
879,,,,,19,20.0,30,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-65506-1111-00059
880,"[30, 54]",,2.0,,0,20.0,46,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
881,,,,,1,20.0,2,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
882,"[30, 54]",,2.0,,2,20.0,25,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
883,"[30, 54]",,2.0,,3,20.0,36,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
884,,,,,4,20.0,13,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
885,"[30, 54]",,2.0,,5,20.0,9,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
886,,,,,6,20.0,43,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
887,"[30, 54]",,2.0,,7,20.0,51,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
888,"[30, 54]",,2.0,,8,20.0,3,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
889,,,,,9,20.0,29,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
890,,,,,10,20.0,39,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
891,"[30, 54]",,2.0,,11,20.0,55,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
892,,,,,12,20.0,43,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
893,"[30, 54]",,2.0,,13,20.0,58,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
894,"[30, 54]",,2.0,,14,20.0,55,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
895,"[30, 54]",,2.0,,15,20.0,6,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
896,"[30, 54]",,2.0,,16,20.0,7,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
897,"[30, 54]",,2.0,,17,20.0,46,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
898,,,,,18,20.0,28,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
899,"[30, 54]",,2.0,,19,20.0,1,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67412-1111-00052
900,"[30, 54]",,2.0,,0,20.0,7,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
901,"[30, 54]",,2.0,,1,20.0,57,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
902,"[30, 54]",,2.0,,2,20.0,60,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
903,,,,,3,20.0,18,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
904,,,,,4,20.0,50,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
905,"[30, 54]",,2.0,,5,20.0,20,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
906,"[30, 54]",,2.0,,6,20.0,42,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
907,,,,,7,20.0,19,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
908,,,,,8,20.0,24,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
909,"[30, 54]",,2.0,,9,20.0,59,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
910,"[30, 54]",,2.0,,10,20.0,5,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
911,"[30, 54]",,2.0,,11,20.0,3,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
912,"[30, 54]",,2.0,,12,20.0,59,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
913,,,,,13,20.0,42,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
914,"[30, 54]",,2.0,,14,20.0,44,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
915,,,,,15,20.0,18,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
916,,,,,16,20.0,26,,,,,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
917,,,,,17,20.0,59,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
918,,,,,18,20.0,2,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
919,,,,,19,20.0,49,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-47107-1111-00008
920,,,,,0,20.0,54,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
921,"[30, 54]",,2.0,,1,20.0,25,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
922,"[30, 54]",,2.0,,2,20.0,3,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
923,,,,,3,20.0,14,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
924,,,,,4,20.0,15,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
925,"[30, 54]",,2.0,,5,20.0,60,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
926,"[30, 54]",,2.0,,6,20.0,20,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
927,"[30, 54]",,2.0,,7,20.0,26,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
928,"[30, 54]",,2.0,,8,20.0,11,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
929,,,,,9,20.0,41,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
930,"[30, 54]",,2.0,,10,20.0,36,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
931,"[30, 54]",,2.0,,11,20.0,14,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
932,"[30, 54]",,2.0,,12,20.0,39,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
933,,,,,13,20.0,48,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
934,,,,,14,20.0,54,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
935,"[30, 54]",,2.0,,15,20.0,0,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
936,,,,,16,20.0,9,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
937,,,,,17,20.0,35,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
938,,,,,18,20.0,4,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
939,,,,,19,20.0,2,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64600-1111-00066
940,"[30, 54]",,2.0,,0,20.0,36,,,,,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
941,"[30, 54]",,2.0,,1,20.0,21,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
942,,,,,2,20.0,20,,,,,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
943,"[30, 54]",,2.0,,3,20.0,4,,,,,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
944,"[30, 54]",,2.0,,4,20.0,8,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
945,"[30, 54]",,2.0,,5,20.0,55,,,,,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
946,"[30, 54]",,2.0,,6,20.0,46,,,,,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
947,"[30, 54]",,2.0,,7,20.0,17,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
948,,,,,8,20.0,52,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
949,"[30, 54]",,2.0,,9,20.0,15,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
950,,,,,10,20.0,45,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
951,"[30, 54]",,2.0,,11,20.0,13,,,,,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
952,,,,,12,20.0,9,,,,,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
953,"[30, 54]",,2.0,,13,20.0,11,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
954,,,,,14,20.0,26,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
955,"[30, 54]",,2.0,,15,20.0,40,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
956,,,,,16,20.0,57,,,,,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
957,,,,,17,20.0,36,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
958,,,,,18,20.0,43,,,,,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
959,,,,,19,20.0,14,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-62503-1111-00056
960,"[30, 54]",,2.0,,0,20.0,56,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
961,"[30, 54]",,2.0,,1,20.0,18,,,,,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
962,,,,,2,20.0,45,,,,,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
963,,,,,3,20.0,49,,,,,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
964,"[30, 54]",,2.0,,4,20.0,53,,,,,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
965,,,,,5,20.0,24,,,,,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
966,"[30, 54]",,2.0,,6,20.0,18,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
967,"[30, 54]",,2.0,,7,20.0,21,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
968,"[30, 54]",,2.0,,8,20.0,36,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
969,"[30, 54]",,2.0,,9,20.0,55,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
970,,,,,10,20.0,47,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
971,"[30, 54]",,2.0,,11,20.0,54,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
972,"[30, 54]",,2.0,,12,20.0,28,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
973,"[30, 54]",,2.0,,13,20.0,21,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
974,,,,,14,20.0,18,,,,,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
975,"[30, 54]",,2.0,,15,20.0,55,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
976,"[30, 54]",,2.0,,16,20.0,51,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
977,,,,,17,20.0,13,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
978,,,,,18,20.0,2,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
979,,,,,19,20.0,45,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-68604-1111-00070
980,,,,,0,20.0,43,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
981,"[30, 54]",,2.0,,1,20.0,19,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
982,"[30, 54]",,2.0,,2,20.0,0,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
983,,,,,3,20.0,5,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
984,,,,,4,20.0,43,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
985,,,,,5,20.0,12,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
986,"[30, 54]",,2.0,,6,20.0,58,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
987,,,,,7,20.0,58,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
988,"[30, 54]",,2.0,,8,20.0,36,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
989,,,,,9,20.0,30,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
990,,,,,10,20.0,31,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
991,"[30, 54]",,2.0,,11,20.0,25,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
992,"[30, 54]",,2.0,,12,20.0,23,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
993,,,,,13,20.0,3,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
994,"[30, 54]",,2.0,,14,20.0,20,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
995,"[30, 54]",,2.0,,15,20.0,13,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
996,,,,,16,20.0,18,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
997,"[30, 54]",,2.0,,17,20.0,7,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
998,"[30, 54]",,2.0,,18,20.0,56,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
999,,,,,19,20.0,54,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63408-1111-00048
1000,"[30, 54]",,2.0,,0,20.0,20,,,,,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1001,"[30, 54]",,2.0,,1,20.0,13,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1002,"[30, 54]",,2.0,,2,20.0,8,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1003,,,,,3,20.0,57,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1004,"[30, 54]",,2.0,,4,20.0,10,,,,,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1005,,,,,5,20.0,19,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1006,,,,,6,20.0,22,,,,,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1007,,,,,7,20.0,32,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1008,,,,,8,20.0,26,,,,,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1009,"[30, 54]",,2.0,,9,20.0,5,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1010,"[30, 54]",,2.0,,10,20.0,40,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1011,"[30, 54]",,2.0,,11,20.0,1,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1012,"[30, 54]",,2.0,,12,20.0,15,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1013,,,,,13,20.0,0,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1014,,,,,14,20.0,28,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1015,"[30, 54]",,2.0,,15,20.0,31,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1016,,,,,16,20.0,2,,,,,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1017,"[30, 54]",,2.0,,17,20.0,33,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1018,"[30, 54]",,2.0,,18,20.0,44,,,,,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1019,"[30, 54]",,2.0,,19,20.0,60,,,,,50,100,3,Fender Strat Clean Neck SC,G53-54209-1111-00023
1020,"[30, 54]",,2.0,,0,20.0,48,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1021,,,,,1,20.0,4,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1022,,,,,2,20.0,51,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1023,"[30, 54]",,2.0,,3,20.0,59,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1024,"[30, 54]",,2.0,,4,20.0,13,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1025,,,,,5,20.0,26,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1026,"[30, 54]",,2.0,,6,20.0,29,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1027,"[30, 54]",,2.0,,7,20.0,51,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1028,"[30, 54]",,2.0,,8,20.0,44,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1029,,,,,9,20.0,32,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1030,"[30, 54]",,2.0,,10,20.0,52,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1031,"[30, 54]",,2.0,,11,20.0,42,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1032,"[30, 54]",,2.0,,12,20.0,23,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1033,,,,,13,20.0,42,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1034,,,,,14,20.0,27,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1035,,,,,15,20.0,60,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1036,"[30, 54]",,2.0,,16,20.0,12,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1037,,,,,17,20.0,6,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1038,,,,,18,20.0,45,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1039,"[30, 54]",,2.0,,19,20.0,43,,,,,50,100,3,Fender Strat Clean Neck SC,G53-67508-1111-00061
1040,,,,,0,20.0,53,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
1041,,,,,1,20.0,5,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
1042,"[30, 54]",,2.0,,2,20.0,6,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
1043,,,,,3,20.0,58,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
1044,"[30, 54]",,2.0,,4,20.0,40,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
1045,"[30, 54]",,2.0,,5,20.0,47,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
1046,"[30, 54]",,2.0,,6,20.0,36,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
1047,,,,,7,20.0,0,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
1048,,,,,8,20.0,42,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
1049,,,,,9,20.0,19,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
1050,,,,,10,20.0,12,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
1051,,,,,11,20.0,25,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
1052,,,,,12,20.0,17,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
1053,,,,,13,20.0,25,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66602-1111-00068
