,chord_name,chorus.delays,chorus.depths,chorus.n_voices,chorus.speeds,group,model_name,overdrive.colour,overdrive.gain_db,phaser.decay,phaser.delay,phaser.gain_in,phaser.speed,reverb.reverberance,reverb.room_scale,reverb.wet_gain
925,G53-61406-1111-00046_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,5,Fender Strat Clean Neck SC,58,78,0.4,3.0,0.8,0.5,99,100,3
926,G53-61406-1111-00046_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,6,Fender Strat Clean Neck SC,78,25,,,,,65,100,3
927,G53-61406-1111-00046_powerchords_root_61_68_73.wav,,,,,7,Fender Strat Clean Neck SC,45,45,,,,,88,100,3
928,G53-61406-1111-00046_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,8,Fender Strat Clean Neck SC,49,36,,,,,77,100,3
929,G53-61406-1111-00046_powerchords_root_61_68_73.wav,,,,,9,Fender Strat Clean Neck SC,27,34,,,,,68,100,3
930,G53-61406-1111-00046_powerchords_root_61_68_73.wav,,,,,10,Fender Strat Clean Neck SC,37,46,0.4,3.0,0.8,0.5,56,100,3
931,G53-61406-1111-00046_powerchords_root_61_68_73.wav,,,,,11,Fender Strat Clean Neck SC,62,73,0.4,3.0,0.8,0.5,93,100,3
932,G53-61406-1111-00046_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,12,Fender Strat Clean Neck SC,5,53,0.4,3.0,0.8,0.5,70,100,3
933,G53-61406-1111-00046_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,13,Fender Strat Clean Neck SC,14,16,0.4,3.0,0.8,0.5,81,100,3
934,G53-61406-1111-00046_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,14,Fender Strat Clean Neck SC,19,63,0.4,3.0,0.8,0.5,95,100,3
935,G53-61406-1111-00046_powerchords_root_61_68_73.wav,,,,,15,Fender Strat Clean Neck SC,72,71,0.4,3.0,0.8,0.5,76,100,3
936,G53-61406-1111-00046_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,16,Fender Strat Clean Neck SC,57,46,,,,,64,100,3
937,G53-61406-1111-00046_powerchords_root_61_68_73.wav,,,,,17,Fender Strat Clean Neck SC,31,73,0.4,3.0,0.8,0.5,76,100,3
938,G53-61406-1111-00046_powerchords_root_61_68_73.wav,,,,,18,Fender Strat Clean Neck SC,73,24,0.4,3.0,0.8,0.5,80,100,3
939,G53-61406-1111-00046_powerchords_root_61_68_73.wav,,,,,19,Fender Strat Clean Neck SC,53,20,0.4,3.0,0.8,0.5,52,100,3
940,G53-61502-1111-00055_powerchords_root_61_68_73.wav,,,,,0,Fender Strat Clean Neck SC,59,58,0.4,3.0,0.8,0.5,70,100,3
941,G53-61502-1111-00055_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,1,Fender Strat Clean Neck SC,67,71,0.4,3.0,0.8,0.5,94,100,3
942,G53-61502-1111-00055_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,2,Fender Strat Clean Neck SC,1,49,0.4,3.0,0.8,0.5,50,100,3
943,G53-61502-1111-00055_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,3,Fender Strat Clean Neck SC,58,40,,,,,63,100,3
944,G53-61502-1111-00055_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,4,Fender Strat Clean Neck SC,52,41,,,,,72,100,3
945,G53-61502-1111-00055_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,5,Fender Strat Clean Neck SC,33,33,0.4,3.0,0.8,0.5,93,100,3
946,G53-61502-1111-00055_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,6,Fender Strat Clean Neck SC,79,73,,,,,55,100,3
947,G53-61502-1111-00055_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,7,Fender Strat Clean Neck SC,5,47,0.4,3.0,0.8,0.5,52,100,3
948,G53-61502-1111-00055_powerchords_root_61_68_73.wav,,,,,8,Fender Strat Clean Neck SC,61,20,0.4,3.0,0.8,0.5,67,100,3
949,G53-61502-1111-00055_powerchords_root_61_68_73.wav,,,,,9,Fender Strat Clean Neck SC,10,18,,,,,74,100,3
950,G53-61502-1111-00055_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,10,Fender Strat Clean Neck SC,44,54,0.4,3.0,0.8,0.5,59,100,3
951,G53-61502-1111-00055_powerchords_root_61_68_73.wav,,,,,11,Fender Strat Clean Neck SC,6,27,0.4,3.0,0.8,0.5,89,100,3
952,G53-61502-1111-00055_powerchords_root_61_68_73.wav,,,,,12,Fender Strat Clean Neck SC,49,49,,,,,94,100,3
953,G53-61502-1111-00055_powerchords_root_61_68_73.wav,,,,,13,Fender Strat Clean Neck SC,4,23,,,,,83,100,3
954,G53-61502-1111-00055_powerchords_root_61_68_73.wav,,,,,14,Fender Strat Clean Neck SC,71,38,0.4,3.0,0.8,0.5,60,100,3
955,G53-61502-1111-00055_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,15,Fender Strat Clean Neck SC,25,54,0.4,3.0,0.8,0.5,80,100,3
956,G53-61502-1111-00055_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,16,Fender Strat Clean Neck SC,49,64,,,,,88,100,3
957,G53-61502-1111-00055_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,17,Fender Strat Clean Neck SC,60,53,,,,,77,100,3
958,G53-61502-1111-00055_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,18,Fender Strat Clean Neck SC,1,56,,,,,89,100,3
959,G53-61502-1111-00055_powerchords_root_61_68_73.wav,,,,,19,Fender Strat Clean Neck SC,71,61,,,,,75,100,3
960,G53-62312-1111-00039_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,0,Fender Strat Clean Neck SC,68,49,0.4,3.0,0.8,0.5,66,100,3
961,G53-62312-1111-00039_powerchords_root_62_69_74.wav,,,,,1,Fender Strat Clean Neck SC,59,80,0.4,3.0,0.8,0.5,66,100,3
962,G53-62312-1111-00039_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,2,Fender Strat Clean Neck SC,26,46,,,,,96,100,3
963,G53-62312-1111-00039_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,3,Fender Strat Clean Neck SC,52,59,,,,,77,100,3
964,G53-62312-1111-00039_powerchords_root_62_69_74.wav,,,,,4,Fender Strat Clean Neck SC,76,80,,,,,99,100,3
965,G53-62312-1111-00039_powerchords_root_62_69_74.wav,,,,,5,Fender Strat Clean Neck SC,80,24,0.4,3.0,0.8,0.5,52,100,3
966,G53-62312-1111-00039_powerchords_root_62_69_74.wav,,,,,6,Fender Strat Clean Neck SC,45,75,,,,,59,100,3
967,G53-62312-1111-00039_powerchords_root_62_69_74.wav,,,,,7,Fender Strat Clean Neck SC,11,54,,,,,92,100,3
968,G53-62312-1111-00039_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,8,Fender Strat Clean Neck SC,63,67,,,,,80,100,3
969,G53-62312-1111-00039_powerchords_root_62_69_74.wav,,,,,9,Fender Strat Clean Neck SC,44,48,,,,,57,100,3
970,G53-62312-1111-00039_powerchords_root_62_69_74.wav,,,,,10,Fender Strat Clean Neck SC,69,17,0.4,3.0,0.8,0.5,96,100,3
971,G53-62312-1111-00039_powerchords_root_62_69_74.wav,,,,,11,Fender Strat Clean Neck SC,15,25,,,,,62,100,3
972,G53-62312-1111-00039_powerchords_root_62_69_74.wav,,,,,12,Fender Strat Clean Neck SC,8,62,0.4,3.0,0.8,0.5,79,100,3
973,G53-62312-1111-00039_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,13,Fender Strat Clean Neck SC,78,80,,,,,87,100,3
974,G53-62312-1111-00039_powerchords_root_62_69_74.wav,,,,,14,Fender Strat Clean Neck SC,55,59,,,,,54,100,3
975,G53-62312-1111-00039_powerchords_root_62_69_74.wav,,,,,15,Fender Strat Clean Neck SC,20,34,0.4,3.0,0.8,0.5,64,100,3
976,G53-62312-1111-00039_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,16,Fender Strat Clean Neck SC,51,19,0.4,3.0,0.8,0.5,66,100,3
977,G53-62312-1111-00039_powerchords_root_62_69_74.wav,,,,,17,Fender Strat Clean Neck SC,47,80,,,,,58,100,3
978,G53-62312-1111-00039_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,18,Fender Strat Clean Neck SC,70,29,,,,,78,100,3
979,G53-62312-1111-00039_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,19,Fender Strat Clean Neck SC,54,48,0.4,3.0,0.8,0.5,71,100,3
980,G53-62407-1111-00047_powerchords_root_62_69_74.wav,,,,,0,Fender Strat Clean Neck SC,47,75,,,,,66,100,3
981,G53-62407-1111-00047_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,1,Fender Strat Clean Neck SC,49,34,0.4,3.0,0.8,0.5,86,100,3
982,G53-62407-1111-00047_powerchords_root_62_69_74.wav,,,,,2,Fender Strat Clean Neck SC,9,20,,,,,86,100,3
983,G53-62407-1111-00047_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,3,Fender Strat Clean Neck SC,5,50,0.4,3.0,0.8,0.5,54,100,3
984,G53-62407-1111-00047_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,4,Fender Strat Clean Neck SC,49,42,,,,,100,100,3
985,G53-62407-1111-00047_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,5,Fender Strat Clean Neck SC,38,52,,,,,98,100,3
986,G53-62407-1111-00047_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,6,Fender Strat Clean Neck SC,25,49,,,,,62,100,3
987,G53-62407-1111-00047_powerchords_root_62_69_74.wav,,,,,7,Fender Strat Clean Neck SC,71,33,0.4,3.0,0.8,0.5,59,100,3
988,G53-62407-1111-00047_powerchords_root_62_69_74.wav,,,,,8,Fender Strat Clean Neck SC,50,76,,,,,93,100,3
989,G53-62407-1111-00047_powerchords_root_62_69_74.wav,,,,,9,Fender Strat Clean Neck SC,34,59,0.4,3.0,0.8,0.5,70,100,3
990,G53-62407-1111-00047_powerchords_root_62_69_74.wav,,,,,10,Fender Strat Clean Neck SC,64,72,,,,,87,100,3
991,G53-62407-1111-00047_powerchords_root_62_69_74.wav,,,,,11,Fender Strat Clean Neck SC,79,19,,,,,54,100,3
992,G53-62407-1111-00047_powerchords_root_62_69_74.wav,,,,,12,Fender Strat Clean Neck SC,28,58,0.4,3.0,0.8,0.5,73,100,3
993,G53-62407-1111-00047_powerchords_root_62_69_74.wav,,,,,13,Fender Strat Clean Neck SC,67,64,,,,,74,100,3
994,G53-62407-1111-00047_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,14,Fender Strat Clean Neck SC,76,53,0.4,3.0,0.8,0.5,90,100,3
995,G53-62407-1111-00047_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,15,Fender Strat Clean Neck SC,8,58,0.4,3.0,0.8,0.5,71,100,3
996,G53-62407-1111-00047_powerchords_root_62_69_74.wav,,,,,16,Fender Strat Clean Neck SC,46,66,,,,,75,100,3
997,G53-62407-1111-00047_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,17,Fender Strat Clean Neck SC,66,27,,,,,79,100,3
998,G53-62407-1111-00047_powerchords_root_62_69_74.wav,,,,,18,Fender Strat Clean Neck SC,56,30,,,,,77,100,3
999,G53-62407-1111-00047_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,19,Fender Strat Clean Neck SC,32,34,0.4,3.0,0.8,0.5,56,100,3
1000,G53-62503-1111-00056_powerchords_root_62_69_74.wav,,,,,0,Fender Strat Clean Neck SC,26,17,,,,,79,100,3
1001,G53-62503-1111-00056_powerchords_root_62_69_74.wav,,,,,1,Fender Strat Clean Neck SC,0,37,0.4,3.0,0.8,0.5,85,100,3
1002,G53-62503-1111-00056_powerchords_root_62_69_74.wav,,,,,2,Fender Strat Clean Neck SC,76,71,0.4,3.0,0.8,0.5,73,100,3
1003,G53-62503-1111-00056_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,3,Fender Strat Clean Neck SC,68,27,0.4,3.0,0.8,0.5,66,100,3
1004,G53-62503-1111-00056_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,4,Fender Strat Clean Neck SC,33,26,,,,,78,100,3
1005,G53-62503-1111-00056_powerchords_root_62_69_74.wav,,,,,5,Fender Strat Clean Neck SC,24,41,0.4,3.0,0.8,0.5,70,100,3
1006,G53-62503-1111-00056_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,6,Fender Strat Clean Neck SC,4,32,0.4,3.0,0.8,0.5,85,100,3
1007,G53-62503-1111-00056_powerchords_root_62_69_74.wav,,,,,7,Fender Strat Clean Neck SC,19,34,,,,,57,100,3
1008,G53-62503-1111-00056_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,8,Fender Strat Clean Neck SC,18,62,0.4,3.0,0.8,0.5,61,100,3
1009,G53-62503-1111-00056_powerchords_root_62_69_74.wav,,,,,9,Fender Strat Clean Neck SC,7,20,0.4,3.0,0.8,0.5,89,100,3
1010,G53-62503-1111-00056_powerchords_root_62_69_74.wav,,,,,10,Fender Strat Clean Neck SC,8,18,0.4,3.0,0.8,0.5,87,100,3
1011,G53-62503-1111-00056_powerchords_root_62_69_74.wav,,,,,11,Fender Strat Clean Neck SC,45,51,,,,,92,100,3
1012,G53-62503-1111-00056_powerchords_root_62_69_74.wav,,,,,12,Fender Strat Clean Neck SC,9,77,,,,,53,100,3
1013,G53-62503-1111-00056_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,13,Fender Strat Clean Neck SC,43,35,0.4,3.0,0.8,0.5,82,100,3
1014,G53-62503-1111-00056_powerchords_root_62_69_74.wav,,,,,14,Fender Strat Clean Neck SC,43,29,,,,,94,100,3
1015,G53-62503-1111-00056_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,15,Fender Strat Clean Neck SC,14,44,,,,,80,100,3
1016,G53-62503-1111-00056_powerchords_root_62_69_74.wav,,,,,16,Fender Strat Clean Neck SC,60,61,0.4,3.0,0.8,0.5,61,100,3
1017,G53-62503-1111-00056_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,17,Fender Strat Clean Neck SC,28,38,0.4,3.0,0.8,0.5,66,100,3
1018,G53-62503-1111-00056_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,18,Fender Strat Clean Neck SC,4,16,0.4,3.0,0.8,0.5,92,100,3
1019,G53-62503-1111-00056_powerchords_root_62_69_74.wav,,,,,19,Fender Strat Clean Neck SC,78,21,0.4,3.0,0.8,0.5,92,100,3
1020,G53-63408-1111-00048_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,0,Fender Strat Clean Neck SC,45,34,0.4,3.0,0.8,0.5,84,100,3
1021,G53-63408-1111-00048_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,1,Fender Strat Clean Neck SC,47,38,0.4,3.0,0.8,0.5,86,100,3
1022,G53-63408-1111-00048_powerchords_root_63_70_75.wav,,,,,2,Fender Strat Clean Neck SC,10,52,0.4,3.0,0.8,0.5,56,100,3
1023,G53-63408-1111-00048_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,3,Fender Strat Clean Neck SC,55,19,0.4,3.0,0.8,0.5,63,100,3
1024,G53-63408-1111-00048_powerchords_root_63_70_75.wav,,,,,4,Fender Strat Clean Neck SC,48,52,,,,,52,100,3
1025,G53-63408-1111-00048_powerchords_root_63_70_75.wav,,,,,5,Fender Strat Clean Neck SC,59,74,0.4,3.0,0.8,0.5,63,100,3
1026,G53-63408-1111-00048_powerchords_root_63_70_75.wav,,,,,6,Fender Strat Clean Neck SC,76,16,0.4,3.0,0.8,0.5,74,100,3
1027,G53-63408-1111-00048_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,7,Fender Strat Clean Neck SC,28,30,,,,,58,100,3
1028,G53-63408-1111-00048_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,8,Fender Strat Clean Neck SC,39,24,,,,,55,100,3
1029,G53-63408-1111-00048_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,9,Fender Strat Clean Neck SC,59,25,,,,,96,100,3
1030,G53-63408-1111-00048_powerchords_root_63_70_75.wav,,,,,10,Fender Strat Clean Neck SC,43,47,,,,,67,100,3
1031,G53-63408-1111-00048_powerchords_root_63_70_75.wav,,,,,11,Fender Strat Clean Neck SC,2,39,,,,,75,100,3
1032,G53-63408-1111-00048_powerchords_root_63_70_75.wav,,,,,12,Fender Strat Clean Neck SC,13,69,0.4,3.0,0.8,0.5,57,100,3
1033,G53-63408-1111-00048_powerchords_root_63_70_75.wav,,,,,13,Fender Strat Clean Neck SC,70,75,0.4,3.0,0.8,0.5,83,100,3
1034,G53-63408-1111-00048_powerchords_root_63_70_75.wav,,,,,14,Fender Strat Clean Neck SC,2,45,,,,,81,100,3
1035,G53-63408-1111-00048_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,15,Fender Strat Clean Neck SC,67,48,0.4,3.0,0.8,0.5,92,100,3
1036,G53-63408-1111-00048_powerchords_root_63_70_75.wav,,,,,16,Fender Strat Clean Neck SC,19,78,0.4,3.0,0.8,0.5,53,100,3
1037,G53-63408-1111-00048_powerchords_root_63_70_75.wav,,,,,17,Fender Strat Clean Neck SC,4,33,0.4,3.0,0.8,0.5,94,100,3
1038,G53-63408-1111-00048_powerchords_root_63_70_75.wav,,,,,18,Fender Strat Clean Neck SC,75,35,0.4,3.0,0.8,0.5,87,100,3
1039,G53-63408-1111-00048_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,19,Fender Strat Clean Neck SC,80,16,,,,,76,100,3
1040,G53-63504-1111-00057_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,0,Fender Strat Clean Neck SC,2,71,0.4,3.0,0.8,0.5,69,100,3
1041,G53-63504-1111-00057_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,1,Fender Strat Clean Neck SC,9,24,,,,,58,100,3
1042,G53-63504-1111-00057_powerchords_root_63_70_75.wav,,,,,2,Fender Strat Clean Neck SC,16,50,,,,,53,100,3
1043,G53-63504-1111-00057_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,3,Fender Strat Clean Neck SC,34,22,,,,,88,100,3
1044,G53-63504-1111-00057_powerchords_root_63_70_75.wav,,,,,4,Fender Strat Clean Neck SC,13,31,,,,,69,100,3
1045,G53-63504-1111-00057_powerchords_root_63_70_75.wav,,,,,5,Fender Strat Clean Neck SC,49,78,0.4,3.0,0.8,0.5,52,100,3
1046,G53-63504-1111-00057_powerchords_root_63_70_75.wav,,,,,6,Fender Strat Clean Neck SC,13,56,0.4,3.0,0.8,0.5,99,100,3
1047,G53-63504-1111-00057_powerchords_root_63_70_75.wav,,,,,7,Fender Strat Clean Neck SC,36,39,0.4,3.0,0.8,0.5,67,100,3
1048,G53-63504-1111-00057_powerchords_root_63_70_75.wav,,,,,8,Fender Strat Clean Neck SC,23,73,0.4,3.0,0.8,0.5,74,100,3
1049,G53-63504-1111-00057_powerchords_root_63_70_75.wav,,,,,9,Fender Strat Clean Neck SC,3,61,,,,,53,100,3
1050,G53-63504-1111-00057_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,10,Fender Strat Clean Neck SC,51,18,,,,,66,100,3
1051,G53-63504-1111-00057_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,11,Fender Strat Clean Neck SC,14,69,,,,,85,100,3
1052,G53-63504-1111-00057_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,12,Fender Strat Clean Neck SC,47,15,0.4,3.0,0.8,0.5,84,100,3
1053,G53-63504-1111-00057_powerchords_root_63_70_75.wav,,,,,13,Fender Strat Clean Neck SC,66,48,0.4,3.0,0.8,0.5,91,100,3
1054,G53-63504-1111-00057_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,14,Fender Strat Clean Neck SC,10,33,,,,,53,100,3
1055,G53-63504-1111-00057_powerchords_root_63_70_75.wav,,,,,15,Fender Strat Clean Neck SC,4,34,,,,,70,100,3
1056,G53-63504-1111-00057_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,16,Fender Strat Clean Neck SC,52,70,0.4,3.0,0.8,0.5,56,100,3
1057,G53-63504-1111-00057_powerchords_root_63_70_75.wav,,,,,17,Fender Strat Clean Neck SC,27,21,0.4,3.0,0.8,0.5,50,100,3
1058,G53-63504-1111-00057_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,18,Fender Strat Clean Neck SC,77,72,0.4,3.0,0.8,0.5,76,100,3
1059,G53-63504-1111-00057_powerchords_root_63_70_75.wav,"[30, 54]",,2.0,,19,Fender Strat Clean Neck SC,40,63,,,,,89,100,3
1060,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,0,Fender Strat Clean Neck SC,27,70,,,,,96,100,3
1061,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,1,Fender Strat Clean Neck SC,49,45,0.4,3.0,0.8,0.5,59,100,3
1062,G53-64409-1111-00049_powerchords_root_64_71_76.wav,,,,,2,Fender Strat Clean Neck SC,34,66,0.4,3.0,0.8,0.5,70,100,3
1063,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,3,Fender Strat Clean Neck SC,39,76,,,,,100,100,3
1064,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,4,Fender Strat Clean Neck SC,62,56,,,,,51,100,3
1065,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,5,Fender Strat Clean Neck SC,36,66,,,,,72,100,3
1066,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,6,Fender Strat Clean Neck SC,44,22,0.4,3.0,0.8,0.5,56,100,3
1067,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,7,Fender Strat Clean Neck SC,32,56,,,,,53,100,3
1068,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,8,Fender Strat Clean Neck SC,17,52,,,,,74,100,3
1069,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,9,Fender Strat Clean Neck SC,19,53,,,,,89,100,3
1070,G53-64409-1111-00049_powerchords_root_64_71_76.wav,,,,,10,Fender Strat Clean Neck SC,80,67,0.4,3.0,0.8,0.5,96,100,3
1071,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,11,Fender Strat Clean Neck SC,51,51,0.4,3.0,0.8,0.5,52,100,3
1072,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,12,Fender Strat Clean Neck SC,32,42,0.4,3.0,0.8,0.5,76,100,3
1073,G53-64409-1111-00049_powerchords_root_64_71_76.wav,,,,,13,Fender Strat Clean Neck SC,45,80,0.4,3.0,0.8,0.5,70,100,3
1074,G53-64409-1111-00049_powerchords_root_64_71_76.wav,,,,,14,Fender Strat Clean Neck SC,24,75,0.4,3.0,0.8,0.5,65,100,3
1075,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,15,Fender Strat Clean Neck SC,67,50,0.4,3.0,0.8,0.5,63,100,3
1076,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,16,Fender Strat Clean Neck SC,43,43,,,,,50,100,3
1077,G53-64409-1111-00049_powerchords_root_64_71_76.wav,,,,,17,Fender Strat Clean Neck SC,62,31,0.4,3.0,0.8,0.5,64,100,3
1078,G53-64409-1111-00049_powerchords_root_64_71_76.wav,,,,,18,Fender Strat Clean Neck SC,10,15,,,,,97,100,3
1079,G53-64409-1111-00049_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,19,Fender Strat Clean Neck SC,29,48,,,,,51,100,3
1080,G53-64505-1111-00058_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,0,Fender Strat Clean Neck SC,36,42,,,,,91,100,3
1081,G53-64505-1111-00058_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,1,Fender Strat Clean Neck SC,58,41,0.4,3.0,0.8,0.5,59,100,3
1082,G53-64505-1111-00058_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,2,Fender Strat Clean Neck SC,57,54,,,,,62,100,3
1083,G53-64505-1111-00058_powerchords_root_64_71_76.wav,,,,,3,Fender Strat Clean Neck SC,11,58,0.4,3.0,0.8,0.5,57,100,3
1084,G53-64505-1111-00058_powerchords_root_64_71_76.wav,,,,,4,Fender Strat Clean Neck SC,49,75,0.4,3.0,0.8,0.5,67,100,3
1085,G53-64505-1111-00058_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,5,Fender Strat Clean Neck SC,63,79,0.4,3.0,0.8,0.5,78,100,3
1086,G53-64505-1111-00058_powerchords_root_64_71_76.wav,,,,,6,Fender Strat Clean Neck SC,17,61,0.4,3.0,0.8,0.5,97,100,3
1087,G53-64505-1111-00058_powerchords_root_64_71_76.wav,,,,,7,Fender Strat Clean Neck SC,2,74,,,,,67,100,3
1088,G53-64505-1111-00058_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,8,Fender Strat Clean Neck SC,46,31,,,,,67,100,3
1089,G53-64505-1111-00058_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,9,Fender Strat Clean Neck SC,43,55,0.4,3.0,0.8,0.5,91,100,3
1090,G53-64505-1111-00058_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,10,Fender Strat Clean Neck SC,37,59,,,,,91,100,3
1091,G53-64505-1111-00058_powerchords_root_64_71_76.wav,,,,,11,Fender Strat Clean Neck SC,16,63,0.4,3.0,0.8,0.5,82,100,3
1092,G53-64505-1111-00058_powerchords_root_64_71_76.wav,,,,,12,Fender Strat Clean Neck SC,33,36,,,,,74,100,3
1093,G53-64505-1111-00058_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,13,Fender Strat Clean Neck SC,79,77,,,,,57,100,3
1094,G53-64505-1111-00058_powerchords_root_64_71_76.wav,,,,,14,Fender Strat Clean Neck SC,2,75,,,,,76,100,3
1095,G53-64505-1111-00058_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,15,Fender Strat Clean Neck SC,3,66,,,,,51,100,3
1096,G53-64505-1111-00058_powerchords_root_64_71_76.wav,,,,,16,Fender Strat Clean Neck SC,15,26,,,,,97,100,3
1097,G53-64505-1111-00058_powerchords_root_64_71_76.wav,,,,,17,Fender Strat Clean Neck SC,1,73,0.4,3.0,0.8,0.5,55,100,3
1098,G53-64505-1111-00058_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,18,Fender Strat Clean Neck SC,6,15,,,,,98,100,3
1099,G53-64505-1111-00058_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,19,Fender Strat Clean Neck SC,34,19,0.4,3.0,0.8,0.5,51,100,3
1100,G53-64600-1111-00066_powerchords_root_64_71_76.wav,,,,,0,Fender Strat Clean Neck SC,63,26,,,,,82,100,3
1101,G53-64600-1111-00066_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,1,Fender Strat Clean Neck SC,52,63,0.4,3.0,0.8,0.5,86,100,3
1102,G53-64600-1111-00066_powerchords_root_64_71_76.wav,,,,,2,Fender Strat Clean Neck SC,39,26,,,,,69,100,3
1103,G53-64600-1111-00066_powerchords_root_64_71_76.wav,"[30, 54]",,2.0,,3,Fender Strat Clean Neck SC,74,76,0.4,3.0,0.8,0.5,62,100,3
1104,G53-64600-1111-00066_powerchords_root_64_71_76.wav,,,,,4,Fender Strat Clean Neck SC,33,23,0.4,3.0,0.8,0.5,56,100,3
