,chorus.delays,chorus.depths,chorus.n_voices,chorus.speeds,group,overdrive.colour,overdrive.gain_db,phaser.decay,phaser.delay,phaser.gain_in,phaser.speed,reverb.reverberance,reverb.room_scale,reverb.wet_gain,model,chords
905,"[30, 54]",,2.0,,5,,,,,,,55.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
906,,,,,6,20.0,67.0,,,,,72.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
907,,,,,7,20.0,45.0,0.4,3.0,0.8,0.5,68.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
908,"[30, 54]",,2.0,,8,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
909,,,,,9,,,,,,,74.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
910,,,,,10,20.0,42.0,,,,,85.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
911,"[30, 54]",,2.0,,11,20.0,54.0,0.4,3.0,0.8,0.5,85.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
912,"[30, 54]",,2.0,,12,20.0,40.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
913,"[30, 54]",,2.0,,13,20.0,53.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
914,,,,,14,20.0,31.0,,,,,56.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
915,,,,,15,20.0,44.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
916,,,,,16,,,,,,,71.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
917,,,,,17,,,,,,,62.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
918,"[30, 54]",,2.0,,18,,,0.4,3.0,0.8,0.5,87.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
919,,,,,19,20.0,56.0,,,,,64.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-50110-1111-245_powerchords_root_50_57_62
920,,,,,0,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
921,,,,,1,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
922,"[30, 54]",,2.0,,2,20.0,51.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
923,"[30, 54]",,2.0,,3,20.0,36.0,0.4,3.0,0.8,0.5,67.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
924,,,,,4,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
925,"[30, 54]",,2.0,,5,20.0,69.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
926,"[30, 54]",,2.0,,6,20.0,66.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
927,"[30, 54]",,2.0,,7,20.0,57.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
928,"[30, 54]",,2.0,,8,,,0.4,3.0,0.8,0.5,66.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
929,,,,,9,20.0,52.0,,,,,78.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
930,"[30, 54]",,2.0,,10,20.0,40.0,0.4,3.0,0.8,0.5,53.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
931,,,,,11,20.0,51.0,0.4,3.0,0.8,0.5,59.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
932,"[30, 54]",,2.0,,12,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
933,"[30, 54]",,2.0,,13,20.0,48.0,,,,,79.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
934,,,,,14,20.0,52.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
935,,,,,15,20.0,56.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
936,,,,,16,20.0,46.0,0.4,3.0,0.8,0.5,93.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
937,,,,,17,,,,,,,70.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
938,"[30, 54]",,2.0,,18,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
939,,,,,19,20.0,28.0,0.4,3.0,0.8,0.5,71.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52207-1111-255_powerchords_root_52_59_64
940,,,,,0,,,0.4,3.0,0.8,0.5,50.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
941,"[30, 54]",,2.0,,1,20.0,49.0,,,,,63.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
942,"[30, 54]",,2.0,,2,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
943,"[30, 54]",,2.0,,3,20.0,36.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
944,,,,,4,20.0,44.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
945,,,,,5,20.0,62.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
946,,,,,6,20.0,70.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
947,"[30, 54]",,2.0,,7,20.0,59.0,0.4,3.0,0.8,0.5,52.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
948,,,,,8,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
949,"[30, 54]",,2.0,,9,20.0,70.0,,,,,91.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
950,,,,,10,20.0,40.0,0.4,3.0,0.8,0.5,56.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
951,"[30, 54]",,2.0,,11,20.0,47.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
952,,,,,12,20.0,55.0,0.4,3.0,0.8,0.5,89.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
953,"[30, 54]",,2.0,,13,,,0.4,3.0,0.8,0.5,80.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
954,,,,,14,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
955,,,,,15,,,,,,,52.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
956,,,,,16,20.0,51.0,,,,,72.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
957,,,,,17,20.0,69.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
958,,,,,18,20.0,69.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
959,,,,,19,,,,,,,97.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_63_70_75
960,,,,,0,20.0,22.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
961,,,,,1,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
962,,,,,2,,,,,,,99.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
963,,,,,3,20.0,22.0,0.4,3.0,0.8,0.5,85.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
964,,,,,4,20.0,54.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
965,,,,,5,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
966,"[30, 54]",,2.0,,6,20.0,33.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
967,"[30, 54]",,2.0,,7,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
968,,,,,8,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
969,,,,,9,20.0,22.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
970,"[30, 54]",,2.0,,10,,,0.4,3.0,0.8,0.5,74.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
971,"[30, 54]",,2.0,,11,20.0,69.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
972,,,,,12,20.0,21.0,0.4,3.0,0.8,0.5,97.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
973,,,,,13,20.0,36.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
974,"[30, 54]",,2.0,,14,20.0,50.0,,,,,87.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
975,,,,,15,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
976,,,,,16,,,,,,,59.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
977,,,,,17,20.0,54.0,0.4,3.0,0.8,0.5,52.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
978,"[30, 54]",,2.0,,18,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
979,,,,,19,,,,,,,57.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_49_56_61
980,"[30, 54]",,2.0,,0,20.0,51.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
981,"[30, 54]",,2.0,,1,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
982,,,,,2,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
983,"[30, 54]",,2.0,,3,,,,,,,86.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
984,,,,,4,20.0,24.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
985,,,,,5,20.0,29.0,,,,,92.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
986,"[30, 54]",,2.0,,6,20.0,58.0,0.4,3.0,0.8,0.5,61.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
987,,,,,7,20.0,51.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
988,"[30, 54]",,2.0,,8,,,0.4,3.0,0.8,0.5,55.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
989,,,,,9,20.0,44.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
990,,,,,10,,,,,,,83.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
991,"[30, 54]",,2.0,,11,20.0,67.0,0.4,3.0,0.8,0.5,80.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
992,,,,,12,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
993,,,,,13,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
994,,,,,14,,,,,,,89.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
995,,,,,15,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
996,"[30, 54]",,2.0,,16,20.0,39.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
997,"[30, 54]",,2.0,,17,20.0,64.0,0.4,3.0,0.8,0.5,89.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
998,"[30, 54]",,2.0,,18,,,,,,,98.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
999,,,,,19,20.0,62.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-42102-1111-237_powerchords_root_42_49_54
1000,,,,,0,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1001,,,,,1,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1002,,,,,2,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1003,,,,,3,,,,,,,66.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1004,"[30, 54]",,2.0,,4,20.0,69.0,0.4,3.0,0.8,0.5,51.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1005,,,,,5,20.0,62.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1006,,,,,6,20.0,20.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1007,"[30, 54]",,2.0,,7,,,,,,,67.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1008,,,,,8,20.0,39.0,0.4,3.0,0.8,0.5,82.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1009,"[30, 54]",,2.0,,9,20.0,36.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1010,,,,,10,20.0,61.0,,,,,62.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1011,"[30, 54]",,2.0,,11,,,0.4,3.0,0.8,0.5,85.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1012,,,,,12,20.0,29.0,,,,,91.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1013,"[30, 54]",,2.0,,13,,,0.4,3.0,0.8,0.5,52.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1014,"[30, 54]",,2.0,,14,20.0,43.0,,,,,71.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1015,"[30, 54]",,2.0,,15,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1016,"[30, 54]",,2.0,,16,20.0,68.0,0.4,3.0,0.8,0.5,60.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1017,,,,,17,,,0.4,3.0,0.8,0.5,95.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1018,,,,,18,20.0,57.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1019,,,,,19,,,0.4,3.0,0.8,0.5,61.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_61_68_73
1020,"[30, 54]",,2.0,,0,20.0,33.0,0.4,3.0,0.8,0.5,79.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1021,,,,,1,20.0,30.0,,,,,100.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1022,"[30, 54]",,2.0,,2,,,,,,,98.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1023,"[30, 54]",,2.0,,3,,,0.4,3.0,0.8,0.5,61.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1024,,,,,4,20.0,56.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1025,,,,,5,20.0,60.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1026,,,,,6,20.0,59.0,0.4,3.0,0.8,0.5,52.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1027,"[30, 54]",,2.0,,7,,,0.4,3.0,0.8,0.5,68.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1028,,,,,8,,,,,,,98.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1029,,,,,9,,,,,,,63.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1030,,,,,10,20.0,58.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1031,"[30, 54]",,2.0,,11,20.0,34.0,,,,,98.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1032,"[30, 54]",,2.0,,12,20.0,39.0,,,,,55.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1033,"[30, 54]",,2.0,,13,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1034,,,,,14,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1035,,,,,15,20.0,21.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1036,"[30, 54]",,2.0,,16,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1037,,,,,17,,,,,,,53.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1038,,,,,18,20.0,62.0,0.4,3.0,0.8,0.5,99.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1039,,,,,19,20.0,70.0,0.4,3.0,0.8,0.5,92.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_64_71_76
1040,"[30, 54]",,2.0,,0,,,0.4,3.0,0.8,0.5,90.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1041,"[30, 54]",,2.0,,1,20.0,34.0,0.4,3.0,0.8,0.5,77.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1042,,,,,2,,,0.4,3.0,0.8,0.5,76.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1043,"[30, 54]",,2.0,,3,20.0,49.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1044,,,,,4,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1045,"[30, 54]",,2.0,,5,,,0.4,3.0,0.8,0.5,63.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1046,"[30, 54]",,2.0,,6,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1047,,,,,7,,,0.4,3.0,0.8,0.5,97.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1048,"[30, 54]",,2.0,,8,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1049,"[30, 54]",,2.0,,9,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1050,,,,,10,20.0,69.0,0.4,3.0,0.8,0.5,100.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1051,"[30, 54]",,2.0,,11,20.0,37.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1052,"[30, 54]",,2.0,,12,20.0,39.0,,,,,95.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1053,,,,,13,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1054,"[30, 54]",,2.0,,14,,,,,,,73.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1055,"[30, 54]",,2.0,,15,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1056,,,,,16,20.0,62.0,,,,,52.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1057,"[30, 54]",,2.0,,17,20.0,23.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1058,,,,,18,,,,,,,76.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1059,,,,,19,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_51_58_63
1060,"[30, 54]",,2.0,,0,20.0,36.0,0.4,3.0,0.8,0.5,69.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1061,"[30, 54]",,2.0,,1,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1062,"[30, 54]",,2.0,,2,20.0,31.0,0.4,3.0,0.8,0.5,95.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1063,,,,,3,,,,,,,70.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1064,,,,,4,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1065,"[30, 54]",,2.0,,5,20.0,32.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1066,"[30, 54]",,2.0,,6,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1067,"[30, 54]",,2.0,,7,,,0.4,3.0,0.8,0.5,51.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1068,,,,,8,20.0,26.0,,,,,59.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1069,,,,,9,20.0,58.0,0.4,3.0,0.8,0.5,57.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1070,,,,,10,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1071,"[30, 54]",,2.0,,11,20.0,52.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1072,"[30, 54]",,2.0,,12,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1073,"[30, 54]",,2.0,,13,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1074,"[30, 54]",,2.0,,14,,,0.4,3.0,0.8,0.5,92.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1075,,,,,15,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1076,,,,,16,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1077,"[30, 54]",,2.0,,17,,,0.4,3.0,0.8,0.5,80.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1078,,,,,18,20.0,42.0,,,,,86.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1079,"[30, 54]",,2.0,,19,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-48203-1111-251_powerchords_root_48_55_60
1080,"[30, 54]",,2.0,,0,,,0.4,3.0,0.8,0.5,75.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1081,,,,,1,20.0,27.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1082,"[30, 54]",,2.0,,2,20.0,56.0,0.4,3.0,0.8,0.5,50.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1083,,,,,3,20.0,53.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1084,,,,,4,20.0,65.0,0.4,3.0,0.8,0.5,62.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1085,"[30, 54]",,2.0,,5,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1086,,,,,6,20.0,48.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1087,,,,,7,20.0,58.0,0.4,3.0,0.8,0.5,50.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1088,"[30, 54]",,2.0,,8,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1089,,,,,9,20.0,24.0,,,,,68.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1090,"[30, 54]",,2.0,,10,20.0,59.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1091,"[30, 54]",,2.0,,11,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1092,,,,,12,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1093,"[30, 54]",,2.0,,13,20.0,46.0,,,,,95.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1094,"[30, 54]",,2.0,,14,20.0,32.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
1095,,,,,15,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-53303-1111-264_powerchords_root_53_60_65
